OBJECT_NAME,OBJECT_ID,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,COUNTRY_CODE,LAUNCH_DATE,SITE,RCS_SIZE,TLE_LINE1,TLE_LINE2
"THORAD AGENA D DEB","1970-025QE","99.331","774.004","679.229","DEBRIS","US","1970-04-08","AFWTR","SMALL","1 20326U 70025QE  21272.22060479  .00004000  00000-0  10254-2 0  9999","2 20326  99.8777  57.2831 0066698 200.9403 283.3828 14.49704217672098"
"COSMOS 970 DEB *","1977-121BY","99.481","1050.617","416.984","DEBRIS","CIS","1977-12-21","TTMTR","SMALL","1 20327U 77121BY  21272.39793080  .00002890  00000-0  22977-3 0  9994","2 20327  65.8006 156.6352 0445472 295.3336  60.2256 14.47508221506046"
"COBE DEB","1989-089D","102.566","881.402","878.777","DEBRIS","US","1989-11-18","AFWTR","MEDIUM","1 20328U 89089D   21271.52084993 -.00000237  00000-0 -12257-3 0  9996","2 20328  98.9236 280.5608 0001808 207.5657 305.8721 14.03967932631585"
"SL-6 R/B(2)","1989-091D","705.163","32657.660","7072.824","ROCKET BODY","CIS","1989-11-23","PKMTR","LARGE","1 20333U 89091D   21272.09315133  .00000092  00000-0  00000+0 0  9997","2 20333  69.3985 209.0363 4874532  98.6255 156.2289  2.04208201210582"
"USA 40 R/B","1989-061D","182.952","8057.631","536.934","ROCKET BODY","US","1989-08-08","AFETR","LARGE","1 20344U 89061D   21271.61312780  .00000031  00000-0  76143-4 0  9997","2 20344  57.0062  93.9440 3522437 141.0848 250.5415  7.87091930 76993"
"SL-3 DEB","1972-049C","102.730","923.436","852.172","DEBRIS","CIS","1972-06-30","PKMTR","SMALL","1 20348U 72049C   21272.41419261  .00000086  00000-0  47840-4 0  9992","2 20348  81.2357 275.0662 0049040 155.9821 204.3648 14.01732411516969"
"DELTA 1 DEB","1976-077FR","127.091","2516.779","1473.813","DEBRIS","US","1976-07-29","AFWTR","SMALL","1 20349U 76077FR  21271.75553631  .00000015  00000-0  89391-3 0  9992","2 20349 102.5335 265.7701 0622783 212.0945 327.6826 11.33046085202748"
"IUS R/B(1)","1989-090C","447.213","25738.459","248.854","ROCKET BODY","US","1989-11-23","AFETR","LARGE","1 20356U 89090C   21271.02546387  .00005149  00000-0  81720-3 0  9990","2 20356  27.5129 246.2123 6579052 271.7927  19.7225  3.21994229 28358"
"IUS R/B(2)","1989-090D","1446.931","37417.449","34579.348","ROCKET BODY","US","1989-11-23","AFETR","","1 20357U 89090D   21270.13861025 -.00000352  00000-0  00000-0 0  9992","2 20357  18.2558 359.1575 0334867  56.3904 306.7675  0.99520974  8200"
"THORAD AGENA D DEB","1970-025QF","103.823","960.407","918.118","DEBRIS","US","1970-04-08","AFWTR","SMALL","1 20360U 70025QF  21272.42385465  .00001770  00000-0  15532-2 0  9999","2 20360 100.4304 328.7904 0028896  74.1062 296.8634 13.86972343591729"
"SL-12 R/B(2)","1989-098D","1471.574","36564.565","36391.803","ROCKET BODY","CIS","1989-12-15","TTMTR","LARGE","1 20370U 89098D   21272.45608348 -.00000179  00000-0  00000+0 0  9995","2 20370  15.2298 350.2051 0020156 138.1674 221.3045  0.97854423101068"
"SL-12 R/B(2)","1989-101D","1465.699","36405.972","36322.137","ROCKET BODY","CIS","1989-12-27","TTMTR","LARGE","1 20394U 89101D   21271.39901053 -.00000036  00000-0  00000-0 0  9990","2 20394  14.8357 350.0767 0009807 168.1523 221.5905  0.98246619102255"
"SKYNET 4A R/B(PAM-D2)","1990-001D","570.981","32534.607","306.281","ROCKET BODY","US","1990-01-01","AFETR","LARGE","1 20404U 90001D   21270.88890090  .00000659  00000-0  49957-3 0  9991","2 20404  21.2687 131.7535 7068056 136.2709 308.6620  2.52197685267817"
"LEASAT 5 PKM (SSUS-A)","1990-002C","231.155","11856.259","340.605","ROCKET BODY","US","1990-01-09","AFETR","LARGE","1 20411U 90002C   21271.05442143  .00002976  00000-0  69843-3 0  9992","2 20411  27.1807 178.1693 4614913  68.6931 333.6721  6.22959913621843"
"COSMOS 1481 DEB","1983-070F","704.643","34954.124","4750.569","DEBRIS","CIS","1983-07-08","PKMTR","MEDIUM","1 20412U 83070F   21182.10418991 -.00000439  00000-0  00000+0 0  9990","2 20412  72.4428  11.0296 5757339 296.9772  16.1734  2.04358807236165"
"SL-12 R/B(2)","1983-020D","5823.988","187162.324","14536.894","ROCKET BODY","CIS","1983-03-23","TTMTR","LARGE","1 20413U 83020D   21274.62281013  .00000165  00000-0  00000+0 0  9993","2 20413  61.5551  73.5100 8049476 356.6310 358.8679  0.24725325 21732"
"SL-8 R/B","1990-004B","100.268","799.691","742.796","ROCKET BODY","CIS","1990-01-18","PKMTR","LARGE","1 20433U 90004B   21272.37105455  .00000063  00000-0  30226-4 0  9995","2 20433  74.0387   2.4303 0039790 110.4027 315.7036 14.36151709659886"
"SL-8 DEB","1990-004C","99.783","760.638","735.711","DEBRIS","CIS","1990-01-18","PKMTR","SMALL","1 20434U 90004C   21271.48893782  .00000309  00000-0  99832-4 0  9995","2 20434  74.0446 327.7028 0017490 302.4058 119.1511 14.43130943661152"
"SL-8 DEB","1990-004D","99.012","721.480","701.379","DEBRIS","CIS","1990-01-18","PKMTR","SMALL","1 20435U 90004D   21272.20225108  .00000414  00000-0  10416-3 0  9995","2 20435  74.0293 349.3701 0014176  51.0520 338.7653 14.54365034671677"
"ARIANE 40 R/B","1990-005H","100.129","772.430","756.843","ROCKET BODY","FR","1990-01-22","FRGUI","LARGE","1 20443U 90005H   21271.47806217  .00000029  00000-0  24188-4 0  9993","2 20443  98.5192 336.9605 0010911  33.8307 326.3574 14.38144767659642"
"DELTA 2 R/B(1)","1990-008B","96.838","800.384","414.173","ROCKET BODY","US","1990-01-24","AFETR","LARGE","1 20453U 90008B   21271.61014921  .00003803  00000-0  20601-3 0  9994","2 20453  35.6275  13.0990 0276441 256.8080 100.1657 14.87012442680882"
"SL-14 R/B","1990-010B","97.203","638.247","611.325","ROCKET BODY","CIS","1990-01-30","PKMTR","LARGE","1 20466U 90010B   21271.49495557  .00000122  00000-0  12643-4 0  9994","2 20466  82.5060 348.7457 0019222 237.6263 122.3091 14.81439409709089"
"CRRES DEB (CANISTER)","1990-065T","543.732","31039.378","339.028","DEBRIS","US","1990-07-25","AFETR","MEDIUM","1 20469U 90065T   21260.40044239  .00000497  00000-0  28561-3 0  9993","2 20469  18.1528 331.8123 6956061 292.2991  10.8818  2.64836502238382"
"CZ-3 R/B","1990-011B","472.070","27140.035","269.953","ROCKET BODY","PRC","1990-02-04","XSC","LARGE","1 20474U 90011B   21270.99833280  .00002614  00000-0  68848-3 0  9992","2 20474  30.2150 246.9647 6689715 281.9633  15.1866  3.05039225 98623"
"ARIANE 3 DEB","1988-063F","289.956","15117.216","1149.683","DEBRIS","FR","1988-07-21","FRGUI","LARGE","1 20488U 88063F   21272.06970553 -.00000011  00000-0  00000+0 0  9998","2 20488   7.2795  24.9700 4812546  24.2169 352.3825  4.96627202569983"
"H-1 R/B","1990-013D","110.466","1604.731","891.543","ROCKET BODY","JPN","1990-02-07","TNSTA","LARGE","1 20491U 90013D   21271.44981249  .00000383  00000-0  78698-3 0  9998","2 20491  99.0142 100.3897 0467586 239.9806 115.4135 13.03569873504558"
"SL-12 R/B(2)","1990-016D","1439.501","36017.165","35689.222","ROCKET BODY","CIS","1990-02-15","TTMTR","LARGE","1 20502U 90016D   21271.10370984 -.00000256  00000-0  00000-0 0  9994","2 20502  14.1863 348.2086 0038827 193.9816 191.6888  1.00034694115533"
"COSMOS 839 DEB *","1976-067BX","110.903","1971.691","564.786","DEBRIS","CIS","1976-07-08","PKMTR","SMALL","1 20503U 76067BX  21271.31539652  .00000204  00000-0  12442-3 0  9995","2 20503  65.7346 284.1319 0919982 330.9129  24.3469 12.98432775443676"
"WESTFORD NEEDLES","1963-014FD","160.533","6343.835","468.785","DEBRIS","US","1963-05-09","AFWTR","MEDIUM","1 20504U 63014FD  21272.16340181  .00044674  00000-0  22391-1 0  9996","2 20504  84.1907 354.1093 3002240 269.4238  56.7143  8.97012439910225"
"COSMOS 1275 DEB","1981-053MM","100.576","801.354","770.380","DEBRIS","CIS","1981-06-04","PKMTR","SMALL","1 20505U 81053MM  21266.23985564  .00001087  00000-0  39960-3 0  9994","2 20505  83.1625 197.8433 0021618  16.0099 344.1767 14.31756657426523"
"SL-8 R/B","1990-017B","104.681","1012.264","946.733","ROCKET BODY","CIS","1990-02-27","PKMTR","LARGE","1 20509U 90017B   21272.40496420  .00000143  00000-0  13094-3 0  9994","2 20509  82.9512 246.1696 0044533 110.2668 250.3284 13.75610665585509"
"SL-14 R/B","1990-018B","97.291","641.722","616.340","ROCKET BODY","CIS","1990-02-28","PKMTR","LARGE","1 20511U 90018B   21271.51770260  .00000115  00000-0  12079-4 0  9998","2 20511  82.5205 297.1964 0018111  27.5228 133.4065 14.80093548682346"
"SL-8 R/B","1990-023B","104.888","1012.619","965.832","ROCKET BODY","CIS","1990-03-20","PKMTR","LARGE","1 20528U 90023B   21271.50309421  .00000046  00000-0  33022-4 0  9992","2 20528  82.9395 347.6323 0031753   0.6566   9.6256 13.72887267579409"
"SL-8 R/B","1990-029J","117.723","1699.222","1458.000","ROCKET BODY","CIS","1990-04-06","PKMTR","LARGE","1 20557U 90029J   21271.45775159  .00000043  00000-0  51053-3 0  9999","2 20557  73.9830  84.2410 0151583  95.9189 327.2350 12.23205751405317"
"CZ-3 R/B","1990-030B","277.800","15241.027","208.958","ROCKET BODY","PRC","1990-04-07","XSC","LARGE","1 20559U 90030B   21271.16243816  .00036782  00000-0  10367-2 0  9992","2 20559  30.7768 231.9076 5329339 141.8211 271.7365  5.18357794142360"
"ATLAS 28E R/B","1990-031D","97.659","691.565","601.791","ROCKET BODY","US","1990-04-11","AFWTR","MEDIUM","1 20563U 90031D   21272.06346266  .00000245  00000-0  33213-4 0  9993","2 20563  89.8378 288.4284 0063898 192.4098 167.5553 14.74519798116368"
"ATLAS 28E DEB","1990-031E","97.307","672.118","587.505","DEBRIS","US","1990-04-11","AFWTR","MEDIUM","1 20564U 90031E   21271.37337736  .00000360  00000-0  44100-4 0  9994","2 20564  89.8450 297.9220 0060369 342.8650  17.0534 14.79846306116686"
"ATLAS 28E DEB","1990-031F","97.272","668.988","587.240","DEBRIS","US","1990-04-11","AFWTR","MEDIUM","1 20565U 90031F   21271.46541950  .00000444  00000-0  54355-4 0  9996","2 20565  89.8402 271.7604 0058339 315.4344  44.2196 14.80384052128114"
"DELTA 2 R/B","1990-034B","101.934","1215.639","484.780","ROCKET BODY","US","1990-04-13","AFETR","LARGE","1 20571U 90034B   21271.48585479  .00001143  00000-0  12334-3 0  9999","2 20571  22.7465 194.3864 0505551 339.9624  18.1635 14.12682377613415"
"ATLAS 28E DEB","1990-031G","96.930","634.728","588.586","DEBRIS","US","1990-04-11","AFWTR","SMALL","1 20575U 90031G   21271.36130311  .00000640  00000-0  71546-4 0  9990","2 20575  90.3036 223.6775 0033007 188.6415 171.4248 14.85615396138209"
"ATLAS 28E DEB","1990-031H","96.222","615.993","539.176","DEBRIS","US","1990-04-11","AFWTR","SMALL","1 20576U 90031H   21271.37075031  .00001553  00000-0  13054-3 0  9992","2 20576  89.4330  37.0387 0055219 154.2045 206.1960 14.96544691127531"
"SL-8 R/B","1990-036B","104.621","985.116","968.291","ROCKET BODY","CIS","1990-04-20","PKMTR","LARGE","1 20578U 90036B   21271.45710949  .00000157  00000-0  14513-3 0  9992","2 20578  82.9392 278.5754 0011438 284.1797 183.8064 13.76394804578870"
"SL-6 R/B(2)","1990-040D","707.674","33011.816","6843.203","ROCKET BODY","CIS","1990-04-28","PKMTR","LARGE","1 20599U 90040D   21265.22909791  .00000094  00000-0  00000+0 0  9995","2 20599  69.5880 207.6937 4973954  91.3436 323.6868  2.03483567233376"
"SCOUT G-1 R/B","1990-043C","94.553","519.012","474.814","ROCKET BODY","US","1990-05-09","AFWTR","MEDIUM","1 20609U 90043C   21271.83655707  .00003866  00000-0  16137-3 0  9991","2 20609  89.7440 293.0548 0032144 246.8862 112.8996 15.22962423708605"
"SL-12 R/B(2)","1990-045E","674.733","19139.281","19070.141","ROCKET BODY","CIS","1990-05-19","TTMTR","LARGE","1 20623U 90045E   21271.34512925 -.00000079  00000-0  00000-0 0  9992","2 20623  65.3735   6.3421 0013566 344.4342 272.6452  2.13417910244562"
"SL-16 R/B","1990-046B","101.791","855.330","831.548","ROCKET BODY","CIS","1990-05-22","TTMTR","LARGE","1 20625U 90046B   21271.95409354 -.00000166  00000-0 -61125-4 0  9990","2 20625  70.9965 104.8217 0016466 252.8968 107.0351 14.14669481619129"
"SL-16 DEB","1990-046C","104.932","1142.371","840.113","DEBRIS","CIS","1990-05-22","TTMTR","SMALL","1 20626U 90046C   21272.46912712  .00000014  00000-0  52373-4 0  9990","2 20626  71.0180 334.4268 0205077  67.8287 309.2136 13.72323698570105"
"SL-16 DEB","1990-046D","105.080","1155.964","840.381","DEBRIS","CIS","1990-05-22","TTMTR","SMALL","1 20627U 90046D   21271.52255286 -.00000030  00000-0  12325-4 0  9995","2 20627  70.9770 355.4002 0213917 196.8619 176.5282 13.70390175567882"
"SL-16 DEB","1990-046E","104.970","1145.578","840.517","DEBRIS","CIS","1990-05-22","TTMTR","SMALL","1 20628U 90046E   21271.43592898  .00000026  00000-0  64500-4 0  9995","2 20628  70.9764 308.8518 0206928 129.7268 232.2274 13.71819569569167"
"SL-16 DEB","1990-046F","104.837","1134.038","839.640","DEBRIS","CIS","1990-05-22","TTMTR","SMALL","1 20629U 90046F   21271.50804667  .00000002  00000-0  41770-4 0  9992","2 20629  71.0225 297.5025 0199864 356.1624  74.5117 13.73554600571183"
"SL-12 R/B(AUX MOTOR)","1990-045F","333.383","18585.243","511.650","ROCKET BODY","CIS","1990-05-19","TTMTR","MEDIUM","1 20630U 90045F   21272.11424438  .00000125  00000-0  22171-3 0  9994","2 20630  65.0650 138.9440 5674034 141.4019 277.4968  4.31935520491619"
"SL-12 R/B(AUX MOTOR)","1990-045G","322.934","17972.295","455.503","ROCKET BODY","CIS","1990-05-19","TTMTR","MEDIUM","1 20631U 90045G   21270.76691389  .00000222  00000-0  39834-3 0  9997","2 20631  64.8223  27.3667 5617225 204.2974 113.4834  4.45911445499593"
"SL-12 R/B(2)","1990-054D","1432.931","35797.831","35651.381","ROCKET BODY","CIS","1990-06-20","TTMTR","LARGE","1 20662U 90054D   21271.03444315 -.00000204  00000-0  00000-0 0  9998","2 20662  14.2028 348.7865 0017392  64.7056 295.4910  1.00493322114477"
"SL-6 R/B(2)","1990-055D","96.478","666.838","513.046","ROCKET BODY","CIS","1990-06-21","PKMTR","LARGE","1 20666U 90055D   21271.45137661  .00000189  00000-0  34384-4 0  9999","2 20666  62.7849 320.5350 0110355  46.0627 314.9507 14.92565335694614"
"TITAN 3 R/B(2)","1990-056C","574.148","32733.317","276.046","ROCKET BODY","US","1990-06-23","AFETR","LARGE","1 20669U 90056C   21271.28130846  .00002879  00000-0  11354-2 0  9990","2 20669  23.9340 148.5422 7092062  79.0228 347.2064  2.50806361266490"
"SL-14 R/B","1990-057B","103.999","957.791","937.222","ROCKET BODY","CIS","1990-06-27","PKMTR","LARGE","1 20671U 90057B   21272.35799204  .00000030  00000-0  13784-4 0  9990","2 20671  82.5497 207.9581 0014039 238.1301 121.8493 13.84631788579659"
"TITAN 3C TRANSTAGE DEB","1965-108AD","533.739","30209.763","626.223","DEBRIS","US","1965-12-21","AFETR","SMALL","1 20672U 65108AD  21270.54513998 -.00000098  00000-0 -20771-3 0  9992","2 20672  26.7477 216.5136 6786421 182.9453 357.6232  2.69794906278683"
"COSMOS 886 DEB","1976-126CG","101.823","1170.564","519.414","DEBRIS","CIS","1976-12-27","TTMTR","SMALL","1 20673U 76126CG  21271.14880851  .00002200  00000-0  45201-3 0  9997","2 20673  65.5940 294.3740 0450740 342.7634  15.8549 14.14214139480089"
"ARIANE 3 DEB","1984-081E","598.545","33558.148","738.679","DEBRIS","FR","1984-08-04","FRGUI","LARGE","1 20674U 84081E   21272.38262462 -.00000159  00000-0 -23235-3 0  9992","2 20674   7.4159 351.7283 6974986 335.6213  13.7524  2.40583280256005"
"SL-12 R/B(2)","1990-061D","1437.445","35952.766","35673.183","ROCKET BODY","CIS","1990-07-18","TTMTR","LARGE","1 20696U 90061D   21271.03063734 -.00000179  00000-0  00000-0 0  9996","2 20696  14.2564 349.4937 0033133 165.9636 307.7752  1.00177766113129"
"SL-6 R/B(2)","1990-064D","704.008","34502.311","5170.883","ROCKET BODY","CIS","1990-07-25","PKMTR","LARGE","1 20710U 90064D   21268.48781457  .00000792  00000-0  00000-0 0  9990","2 20710  69.0212 205.6502 5594455  65.3152 341.9492  2.04542999232778"
"ATLAS 1 CENTAUR R/B","1990-065B","532.107","30417.788","329.284","ROCKET BODY","US","1990-07-25","AFETR","LARGE","1 20713U 90065B   21272.17415751  .00000754  00000-0  85339-3 0  9995","2 20713  17.5825 264.3927 6916366  67.6174 349.1291  2.70622446295541"
"ARIANE 44L R/B","1990-063C","614.096","34702.094","406.211","ROCKET BODY","FR","1990-07-24","FRGUI","LARGE","1 20717U 90063C   21271.34304136 -.00000009  00000-0  52021-3 0  9995","2 20717   3.8598 120.2031 7165191  45.2651 354.4775  2.34491143255912"
"ARIANE 44L DEB (SPELDA)","1990-063D","392.689","22424.966","345.569","DEBRIS","FR","1990-07-24","FRGUI","LARGE","1 20718U 90063D   21272.39598541  .00005272  00000-0  31922-2 0  9999","2 20718   5.2737  41.2685 6214856 186.2459 159.2755  3.66702211356867"
"SL-14 R/B","1990-066B","116.029","1521.021","1483.132","ROCKET BODY","CIS","1990-07-30","PKMTR","LARGE","1 20721U 90066B   21272.10822932 -.00000014  00000-0  21453-4 0  9999","2 20721  73.5996 168.6819 0024041 195.5126 328.7052 12.41069056412358"
"SL-14 R/B","1990-070G","114.677","1468.150","1413.353","ROCKET BODY","CIS","1990-08-08","PKMTR","LARGE","1 20741U 90070G   21272.41815218  .00000014  00000-0  25490-4 0  9993","2 20741  82.5732  75.7828 0035041 311.8494  75.6560 12.55698598427643"
"TITAN 3C TRANSTAGE DEB","1965-108AE","510.043","28952.691","583.351","DEBRIS","US","1965-12-21","AFETR","MEDIUM","1 20760U 65108AE  21270.51463882 -.00000145  00000-0 -32148-3 0  9997","2 20760  27.3971  13.0997 6707919 105.2670 359.2223  2.82329085279738"
"DELTA 2 R/B","1990-074B","99.555","1016.643","457.968","ROCKET BODY","US","1990-08-18","AFETR","LARGE","1 20763U 90074B   21272.15715032  .00002303  00000-0  20132-3 0  9995","2 20763  24.7639 307.6598 0392579 310.0585  46.6112 14.46438806626677"
"MARCOPOLO 2 R/B(PAM-D)","1990-074C","661.302","37106.904","423.968","ROCKET BODY","US","1990-08-18","AFETR","LARGE","1 20764U 90074C   21271.26776316  .00000130  00000-0  60488-3 0  9993","2 20764  20.5562 133.1035 7294695  98.2122 342.5124  2.17752089246175"
"SL-8 R/B","1990-078B","100.250","1174.360","366.393","ROCKET BODY","CIS","1990-08-28","PKMTR","LARGE","1 20775U 90078B   21271.30001993  .00003896  00000-0  18668-3 0  9991","2 20775  82.9288 200.2491 0565129 183.1581 176.5995 14.36413047572855"
"CZ-4 R/B","1990-081D","103.398","958.715","879.827","ROCKET BODY","PRC","1990-09-03","TSC","LARGE","1 20791U 90081D   21271.74628905  .00000082  00000-0  94582-4 0  9993","2 20791  98.8388 272.3564 0054052 101.6389  71.5186 13.92675618579094"
"CZ-4 DEB","1990-081E","101.713","851.072","828.421","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20792U 90081E   21272.44045920  .00000217  00000-0  13202-3 0  9991","2 20792  98.6386 271.7808 0015691 295.3842  64.5708 14.15755190599742"
"CZ-4 DEB","1990-081F","101.685","853.328","823.522","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20793U 90081F   21272.45654946  .00000275  00000-0  16030-3 0  9993","2 20793  98.6334 268.5215 0020651 242.6238 271.6918 14.16143918599720"
"CZ-4 DEB","1990-081G","101.835","852.385","838.651","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20797U 90081G   21272.44533312  .00000237  00000-0  14688-3 0  9994","2 20797  98.6573 267.7933 0009506  23.8729 131.8947 14.14058745598333"
"CZ-4 DEB","1990-081H","101.599","840.168","828.571","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20798U 90081H   21271.45412750  .00000367  00000-0  20264-3 0  9998","2 20798  98.6232 265.5972 0008039 225.3326 134.7194 14.17338579600572"
"GOES 2 AKM","1977-048G","1431.766","36593.940","34809.625","ROCKET BODY","US","1977-06-16","AFETR","MEDIUM","1 20799U 77048G   21271.37500286 -.00000344  00000-0  00000-0 0  9999","2 20799   8.4089 297.6329 0212015  52.1417  88.4585  1.00575094100502"
"METEOSAT 4 AKM","1989-020E","1433.252","36269.336","35192.432","ROCKET BODY","ESA","1989-03-06","FRGUI","MEDIUM","1 20800U 89020E   21270.71435858 -.00000323  00000-0  00000-0 0  9991","2 20800  13.0339 343.3358 0127871 209.3594 160.5695  1.00470849 98897"
"GOES 3 AKM","1978-062D","1447.575","36467.537","35554.407","ROCKET BODY","US","1978-06-16","AFETR","MEDIUM","1 20801U 78062D   21272.01237998 -.00000378  00000-0  00000+0 0  9995","2 20801  10.6526 304.7906 0107708  40.2354 146.9260  0.99476698113587"
"SL-8 R/B","1990-083B","104.657","1000.545","956.192","ROCKET BODY","CIS","1990-09-14","PKMTR","LARGE","1 20805U 90083B   21272.16784397  .00000056  00000-0  42364-4 0  9998","2 20805  82.9391 338.9706 0030146 344.4741  43.9076 13.75927656558600"
"CRRES DEB (CANISTER)","1990-065C","544.353","31076.456","335.564","DEBRIS","US","1990-07-25","AFETR","MEDIUM","1 20811U 90065C   21268.45252595 -.00000006  00000-0  36129-3 0  9999","2 20811  18.1621 340.3387 6959946 276.3296  15.0903  2.64534229 75304"
"SL-14 R/B","1990-086B","104.053","959.240","940.890","ROCKET BODY","CIS","1990-09-28","PKMTR","LARGE","1 20827U 90086B   21271.38497418  .00000014  00000-0 -64166-6 0  9994","2 20827  82.5257 134.9657 0012520 188.2864 171.8092 13.83906541565725"
"SMS 2 AKM","1975-011F","1460.655","36659.681","35872.190","ROCKET BODY","US","1975-02-06","AFETR","MEDIUM","1 20835U 75011F   21271.51998459  .00000025  00000-0  00000-0 0  9992","2 20835   8.1915 295.6769 0092333  91.4618  59.0347  0.98585894 29596"
"SL-12 R/B(2)","1974-060F","1437.177","35889.316","35726.175","ROCKET BODY","CIS","1974-07-29","TTMTR","LARGE","1 20836U 74060F   21271.60468918 -.00000305  00000-0  00000+0 0  9999","2 20836   5.7494 286.4942 0019336 168.6277 231.7606  1.00196393105984"
"METEOSAT 2 AKM (MAGE 1)","1981-057F","1449.143","36378.350","35704.784","ROCKET BODY","ESA","1981-06-19","FRGUI","LARGE","1 20837U 81057F   21271.44172896 -.00000319  00000-0  00000-0 0  9999","2 20837  11.4208 314.5841 0079393 165.9806 183.3367  0.99369097102275"
"IUS R/B(1)","1990-090C","489.719","28072.023","332.929","ROCKET BODY","US","1990-10-06","AFETR","LARGE","1 20843U 90090C   21270.88041999 -.00000239  00000-0 -17784-3 0  9991","2 20843  28.1066 206.9714 6739133 191.1980 138.7614  2.94046062313978"
"CZ-4 DEB","1990-081J","105.330","1156.551","863.204","DEBRIS","PRC","1990-09-03","TSC","MEDIUM","1 20846U 90081J   21271.51414859 -.00000146  00000-0 -10973-3 0  9994","2 20846  99.0615 358.6787 0198529  20.4588 352.8283 13.67134725546170"
"CZ-4 DEB","1990-081K","96.849","619.902","595.677","DEBRIS","PRC","1990-09-03","TSC","LARGE","1 20847U 90081K   21272.29526590  .00004627  00000-0  52409-3 0  9993","2 20847  98.5773 284.2043 0017338  86.9145 273.4052 14.86849274637844"
"CZ-4 DEB","1990-081L","104.680","1138.986","819.929","DEBRIS","PRC","1990-09-03","TSC","MEDIUM","1 20848U 90081L   21271.45265674  .00000255  00000-0  25691-3 0  9990","2 20848  98.9105 103.2891 0216822  54.9934   4.8273 13.75622130549670"
"CZ-4 DEB","1990-081M","101.951","882.077","819.938","DEBRIS","PRC","1990-09-03","TSC","LARGE","1 20849U 90081M   21271.76576778  .00000449  00000-0  26387-3 0  9993","2 20849  98.5855 284.2562 0042978 359.2319   0.8780 14.12448386592590"
"CZ-4 DEB","1990-081N","100.736","846.792","740.136","DEBRIS","PRC","1990-09-03","TSC","MEDIUM","1 20850U 90081N   21272.11289801  .00000124  00000-0  64116-4 0  9996","2 20850  98.6889 321.1047 0074360 252.2169 134.7956 14.29482293616956"
"CZ-4 DEB","1990-081Q","101.440","838.930","814.754","DEBRIS","PRC","1990-09-03","TSC","MEDIUM","1 20852U 90081Q   21271.71696178  .00000577  00000-0  29317-3 0  9997","2 20852  98.5749 269.1592 0016777 171.7346 188.4110 14.19560395601016"
"CZ-4 DEB","1990-081R","100.080","779.571","745.051","DEBRIS","PRC","1990-09-03","TSC","MEDIUM","1 20853U 90081R   21272.05152372  .00001090  00000-0  36651-3 0  9999","2 20853  98.2715 292.6482 0024172 147.0128 232.2076 14.38847389609152"
"CZ-4 DEB","1990-081T","102.222","880.742","846.916","DEBRIS","PRC","1990-09-03","TSC","LARGE","1 20855U 90081T   21272.45453331 -.00000079  00000-0 -21129-4 0  9997","2 20855  98.7044 277.7593 0023354 322.6256 207.8006 14.08699152597130"
"CZ-4 DEB","1990-081W","99.809","775.102","723.691","DEBRIS","PRC","1990-09-03","TSC","MEDIUM","1 20858U 90081W   21272.11648762  .00000711  00000-0  22493-3 0  9992","2 20858  98.4156 307.2693 0036065 314.6118 111.7724 14.42759870616735"
"CZ-4 DEB","1990-081Z","99.175","731.214","707.195","DEBRIS","PRC","1990-09-03","TSC","MEDIUM","1 20861U 90081Z   21272.08480939  .00001471  00000-0  37451-3 0  9996","2 20861  98.1898 318.4752 0016921  73.4328 286.8725 14.51975880621171"
"CZ-4 DEB","1990-081AA","105.880","1212.893","858.311","DEBRIS","PRC","1990-09-03","TSC","MEDIUM","1 20862U 90081AA  21271.41575497  .00000260  00000-0  33319-3 0  9991","2 20862  99.0047 213.7500 0239139 343.5516 136.9941 13.60025315538848"
"CZ-4 DEB","1990-081AC","102.737","939.206","837.079","DEBRIS","PRC","1990-09-03","TSC","MEDIUM","1 20864U 90081AC  21272.19283243  .00000091  00000-0  87358-4 0  9999","2 20864  98.9773 354.0214 0070275 331.1496  57.3800 14.01634515578465"
"CZ-4 DEB","1990-081AD","99.246","746.425","698.711","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20865U 90081AD  21271.49756102  .00002024  00000-0  51978-3 0  9997","2 20865  98.1408 266.9969 0033598 353.7010 126.0915 14.50944210622146"
"CZ-4 DEB","1990-081AE","102.422","925.937","820.610","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20866U 90081AE  21271.43314101  .00000375  00000-0  24858-3 0  9995","2 20866  98.7582 261.3766 0072625 112.4985  41.3657 14.05947894585168"
"CZ-4 DEB","1990-081AF","102.553","957.159","801.726","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20867U 90081AF  21272.43526060  .00000358  00000-0  23938-3 0  9995","2 20867  98.7861 265.2886 0107083 131.8687  30.5110 14.04155689585061"
"CZ-4 DEB","1990-081AG","104.504","1098.728","843.672","DEBRIS","PRC","1990-09-03","TSC","SMALL","1 20868U 90081AG  21271.44570604  .00000082  00000-0  10806-3 0  9993","2 20868  98.9285 271.3961 0173523 125.3702 236.3804 13.77941198555727"
